date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:38	3716/3716	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2017:58:50%20GMT	https://labartisan.net/demo/constol/assets/images/header/logo/logo.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/header/logo/logo.png	(from https://labartisan.net/demo/constol/index.html)
13:15:38	55124/55124	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/index-2.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/index-2.html	(from https://labartisan.net/demo/constol/index.html)
13:15:38	52679/52679	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:27:14%20GMT	https://labartisan.net/demo/constol/index-3.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/index-3.html	(from https://labartisan.net/demo/constol/index.html)
13:15:39	57012/57012	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/index-4.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/index-4.html	(from https://labartisan.net/demo/constol/index.html)
13:15:39	62746/62746	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/index-5.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/index-5.html	(from https://labartisan.net/demo/constol/index.html)
13:15:39	42531/42531	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/about.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/about.html	(from https://labartisan.net/demo/constol/index.html)
13:15:39	47826/47826	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/about-2.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/about-2.html	(from https://labartisan.net/demo/constol/index.html)
13:15:40	29377/29377	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/adviser.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/adviser.html	(from https://labartisan.net/demo/constol/index.html)
13:15:40	24110/24110	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/adviser-single.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/adviser-single.html	(from https://labartisan.net/demo/constol/index.html)
13:15:40	26934/26934	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/jobs.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/jobs.html	(from https://labartisan.net/demo/constol/index.html)
13:15:40	30904/30904	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/faq.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/faq.html	(from https://labartisan.net/demo/constol/index.html)
13:15:41	30541/30541	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/history.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/history.html	(from https://labartisan.net/demo/constol/index.html)
13:15:41	16309/16309	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/404.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/404.html	(from https://labartisan.net/demo/constol/index.html)
13:15:41	32832/32832	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/service.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/service.html	(from https://labartisan.net/demo/constol/index.html)
13:15:41	38163/38163	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/service-single.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/service-single.html	(from https://labartisan.net/demo/constol/index.html)
13:15:41	25287/25287	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/project.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/project.html	(from https://labartisan.net/demo/constol/index.html)
13:15:42	29392/29392	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/project-single.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/project-single.html	(from https://labartisan.net/demo/constol/index.html)
13:15:42	29582/29582	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/blog.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/blog.html	(from https://labartisan.net/demo/constol/index.html)
13:15:43	35307/35307	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/blog-2.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/blog-2.html	(from https://labartisan.net/demo/constol/index.html)
13:15:43	30978/30978	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/blog-3.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/blog-3.html	(from https://labartisan.net/demo/constol/index.html)
13:15:43	41171/41171	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/blog-single.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/blog-single.html	(from https://labartisan.net/demo/constol/index.html)
13:15:43	20006/20006	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/contact.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/contact.html	(from https://labartisan.net/demo/constol/index.html)
13:15:44	22429/22429	---M--	200	added ('OK')	text/html	date:Sat,%2005%20Nov%202022%2022:25:52%20GMT	https://labartisan.net/demo/constol/appointment.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/appointment.html	(from https://labartisan.net/demo/constol/index.html)
13:15:47	520150/520150	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2019:01:46%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/01-d2.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/01-d2.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:47	310119/310119	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2019:05:12%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/01-d3.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/01-d3.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:47	3050/3050	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:00:58%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/01.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/01.png	(from https://labartisan.net/demo/constol/index.html)
13:15:47	1355860/1355860	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2018:57:44%20GMT	https://labartisan.net/demo/constol/assets/images/banner/bg/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/banner/bg/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:47	3835/3835	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:01:04%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/02.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/02.png	(from https://labartisan.net/demo/constol/index.html)
13:15:48	3028/3028	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:01:12%20GMT	https://labartisan.net/demo/constol/assets/images/feature/icon/03.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/feature/icon/03.png	(from https://labartisan.net/demo/constol/index.html)
13:15:48	2637/2637	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:09:28%20GMT	https://labartisan.net/demo/constol/assets/images/about/icon/01.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/icon/01.png	(from https://labartisan.net/demo/constol/index.html)
13:15:48	2455/2455	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:09:44%20GMT	https://labartisan.net/demo/constol/assets/images/about/icon/02.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/icon/02.png	(from https://labartisan.net/demo/constol/index.html)
13:15:49	101211/101211	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2019:34:06%20GMT	https://labartisan.net/demo/constol/assets/images/about/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:49	30539/30539	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:45:38%20GMT	https://labartisan.net/demo/constol/assets/images/about/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/02.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:49	2923/2923	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:08:46%20GMT	https://labartisan.net/demo/constol/assets/images/about/icon/03.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/about/icon/03.png	(from https://labartisan.net/demo/constol/index.html)
13:15:50	56879/56879	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:38:40%20GMT	https://labartisan.net/demo/constol/assets/images/service/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:50	52182/52182	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:38:28%20GMT	https://labartisan.net/demo/constol/assets/images/service/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/02.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:50	59879/59879	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:38:16%20GMT	https://labartisan.net/demo/constol/assets/images/service/03.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/service/03.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:51	248579/248579	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2004:58:36%20GMT	https://labartisan.net/demo/constol/assets/images/team/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/team/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:51	216220/216220	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2005:00:04%20GMT	https://labartisan.net/demo/constol/assets/images/team/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/team/02.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:52	254613/254613	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2005:04:36%20GMT	https://labartisan.net/demo/constol/assets/images/team/04.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/team/04.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:52	332044/332044	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:35:36%20GMT	https://labartisan.net/demo/constol/assets/images/bg/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/bg/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:52	2006/2006	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:22:32%20GMT	https://labartisan.net/demo/constol/assets/images/work/icon/01.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/work/icon/01.png	(from https://labartisan.net/demo/constol/index.html)
13:15:52	280644/280644	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2005:04:22%20GMT	https://labartisan.net/demo/constol/assets/images/team/03.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/team/03.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:52	1973/1973	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:22:46%20GMT	https://labartisan.net/demo/constol/assets/images/work/icon/02.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/work/icon/02.png	(from https://labartisan.net/demo/constol/index.html)
13:15:53	1461/1461	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:22:58%20GMT	https://labartisan.net/demo/constol/assets/images/work/icon/03.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/work/icon/03.png	(from https://labartisan.net/demo/constol/index.html)
13:15:53	93938/93938	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:47:04%20GMT	https://labartisan.net/demo/constol/assets/images/project/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:53	70098/70098	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:46:38%20GMT	https://labartisan.net/demo/constol/assets/images/project/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/02.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:53	85403/85403	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:46:02%20GMT	https://labartisan.net/demo/constol/assets/images/project/03.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/03.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:54	72302/72302	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:45:34%20GMT	https://labartisan.net/demo/constol/assets/images/project/04.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/04.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:54	75007/75007	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:44:44%20GMT	https://labartisan.net/demo/constol/assets/images/project/05.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/project/05.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:55	138113/138113	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2009:11:48%20GMT	https://labartisan.net/demo/constol/assets/images/bg/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/bg/02.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:55	9740/9740	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:32:08%20GMT	https://labartisan.net/demo/constol/assets/images/testimonial/reviwer/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/testimonial/reviwer/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:55	10638/10638	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2021:32:20%20GMT	https://labartisan.net/demo/constol/assets/images/testimonial/reviwer/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/testimonial/reviwer/02.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:56	5261/5261	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:12:06%20GMT	https://labartisan.net/demo/constol/assets/images/sponsor/01.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/sponsor/01.png	(from https://labartisan.net/demo/constol/index.html)
13:15:56	5252/5252	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:12:18%20GMT	https://labartisan.net/demo/constol/assets/images/sponsor/02.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/sponsor/02.png	(from https://labartisan.net/demo/constol/index.html)
13:15:56	4290/4290	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:12:26%20GMT	https://labartisan.net/demo/constol/assets/images/sponsor/03.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/sponsor/03.png	(from https://labartisan.net/demo/constol/index.html)
13:15:56	4073/4073	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:12:34%20GMT	https://labartisan.net/demo/constol/assets/images/sponsor/04.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/sponsor/04.png	(from https://labartisan.net/demo/constol/index.html)
13:15:57	5511/5511	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Nov%202022%2018:12:42%20GMT	https://labartisan.net/demo/constol/assets/images/sponsor/05.png	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/sponsor/05.png	(from https://labartisan.net/demo/constol/index.html)
13:15:57	93938/93938	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:47:04%20GMT	https://labartisan.net/demo/constol/assets/images/blog/home/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/blog/home/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:58	70098/70098	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:46:38%20GMT	https://labartisan.net/demo/constol/assets/images/blog/home/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/blog/home/02.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:58	85403/85403	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:46:02%20GMT	https://labartisan.net/demo/constol/assets/images/blog/home/03.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/blog/home/03.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:58	315/315	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Sep%202023%2017:15:58%20GMT	https://labartisan.net/demo/constol/blog-sing.html	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/blog-sing.html	(from https://labartisan.net/demo/constol/index.html)
13:15:59	93938/93938	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:47:04%20GMT	https://labartisan.net/demo/constol/assets/images/blog/recentpost/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/blog/recentpost/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:59	70098/70098	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:46:38%20GMT	https://labartisan.net/demo/constol/assets/images/blog/recentpost/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/blog/recentpost/02.jpg	(from https://labartisan.net/demo/constol/index.html)
13:15:59	93938/93938	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:47:04%20GMT	https://labartisan.net/demo/constol/assets/images/footer/gallery/01.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/footer/gallery/01.jpg	(from https://labartisan.net/demo/constol/index.html)
13:16:00	70098/70098	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:46:38%20GMT	https://labartisan.net/demo/constol/assets/images/footer/gallery/02.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/footer/gallery/02.jpg	(from https://labartisan.net/demo/constol/index.html)
13:16:00	85403/85403	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:46:02%20GMT	https://labartisan.net/demo/constol/assets/images/footer/gallery/03.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/footer/gallery/03.jpg	(from https://labartisan.net/demo/constol/index.html)
13:16:00	72302/72302	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:45:34%20GMT	https://labartisan.net/demo/constol/assets/images/footer/gallery/04.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/footer/gallery/04.jpg	(from https://labartisan.net/demo/constol/index.html)
13:16:00	75007/75007	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:44:44%20GMT	https://labartisan.net/demo/constol/assets/images/footer/gallery/05.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/footer/gallery/05.jpg	(from https://labartisan.net/demo/constol/index.html)
13:16:01	72778/72778	---M--	200	added ('OK')	image/jpeg	date:Sat,%2005%20Nov%202022%2020:44:24%20GMT	https://labartisan.net/demo/constol/assets/images/footer/gallery/06.jpg	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/images/footer/gallery/06.jpg	(from https://labartisan.net/demo/constol/index.html)
13:16:01	154632/154632	---M--	200	added ('OK')	application/javascript	date:Fri,%2021%20Oct%202022%2016:15:20%20GMT	https://labartisan.net/demo/constol/assets/js/jquery.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/jquery.js	(from https://labartisan.net/demo/constol/index.html)
13:16:01	80217/80217	---M--	200	added ('OK')	application/javascript	date:Thu,%2011%20Feb%202021%2012:07:06%20GMT	https://labartisan.net/demo/constol/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/bootstrap.bundle.min.js	(from https://labartisan.net/demo/constol/index.html)
13:16:02	8839/8839	---M--	200	added ('OK')	application/javascript	date:Fri,%2002%20Aug%202019%2001:44:08%20GMT	https://labartisan.net/demo/constol/assets/js/waypoints.min.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/waypoints.min.js	(from https://labartisan.net/demo/constol/index.html)
13:16:03	127934/127934	---M--	200	added ('OK')	application/javascript	date:Thu,%2016%20Jan%202020%2016:35:16%20GMT	https://labartisan.net/demo/constol/assets/js/swiper.min.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/swiper.min.js	(from https://labartisan.net/demo/constol/index.html)
13:16:03	882/882	---M--	200	added ('OK')	application/javascript	date:Thu,%2010%20Dec%202020%2018:51:14%20GMT	https://labartisan.net/demo/constol/assets/js/jquery.counterup.min.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/jquery.counterup.min.js	(from https://labartisan.net/demo/constol/index.html)
13:16:03	4852/4852	---M--	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202022%2002:25:36%20GMT	https://labartisan.net/demo/constol/assets/js/circularProgressBar.min.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/circularProgressBar.min.js	(from https://labartisan.net/demo/constol/index.html)
13:16:03	8155/8155	---M--	200	added ('OK')	application/javascript	date:Fri,%2002%20Aug%202019%2001:44:08%20GMT	https://labartisan.net/demo/constol/assets/js/wow.min.js	C:/My%20Web%20Sites/springboard%20f/labartisan.net/demo/constol/assets/js/wow.min.js	(from https://labartisan.net/demo/constol/index.html)
